uid,pid_sequence
845,"[61, 1644, 179, 2379, 1427, 1644, 83, 3478, 3479, 179, 1427, 179, 3479, 179, 1427, 1059, 1644, 1644, 83, 3479, 3478, 3478, 83, 1644, 1644, 83, 83, 1644, 1644, 83, 3479, 3478, 1644, 83, 83, 1644, 83, 3479, 3478, 1644, 83, 3478, 1644, 3478, 3479, 179, 1427, 179, 83, 1644, 83, 3479, 4048, 3478, 1644, 83, 4048, 1427, 83, 83, 1427, 83, 3479, 4048, 83, 179, 1427, 3478, 4048, 1427, 179, 4048, 3478, 3479, 1427, 4363, 1427, 3478, 4048, 3478, 4363, 131, 3892, 179, 715, 4363, 4363, 1427, 1427, 3478, 4363, 4363, 1427, 3478, 3478, 4363, 1427, 3478, 179, 1427, 3478, 179, 1427, 4363, 1427, 2618, 3478, 4363, 1427, 3478, 3479, 878, 2379, 1427, 3478, 1025, 179, 4363, 1427, 1545, 4363, 3478, 1427, 3478, 4048, 1427, 4048, 3478, 4363, 1427, 179, 179, 4363, 1427, 179, 1427, 4048, 4363, 1427, 4363, 1427, 3479, 1427, 4048, 3478, 83, 2055, 83, 1427, 4166, 1427, 3436, 1427, 179, 4801, 1427, 3436, 83, 1427, 131, 4288, 179, 3008, 2055, 3478, 378, 1590, 82, 1950, 1222, 3478, 3008, 1025, 4363, 4048, 4363, 4048, 4363, 179, 102, 3478, 4288]"
846,"[2746, 2975, 3253, 2465, 206, 3253, 1018, 3253, 2489, 3253, 206, 3253, 3986, 3574, 206, 3253, 2746, 3253, 3574, 3253, 3253, 124, 3253, 3253, 3253, 206, 3253, 2612, 206, 3575, 3574, 3253, 3253, 3253, 3253, 322, 1697, 3253, 3253, 61, 2481, 2311, 1462, 3574, 3253, 1018, 1018, 1662, 3253, 206, 206, 206, 206]"
847,"[3042, 3042, 3042, 2618, 3042, 3042, 3042, 2209, 3042, 2003, 3042, 3042, 3042, 3042, 2209, 1593, 3042, 3042, 3042, 3042, 1232, 3042, 3042, 3042, 3042, 1381, 3042, 4899, 3042, 3042, 4899, 4899, 4899, 3820, 2209, 4899, 4899, 3042, 4899, 4899, 4899, 1063, 4899, 1063, 4899, 3042, 1063, 4899, 3042, 3042, 4899, 3042, 1063, 4899, 3042, 4899, 1063, 3042, 4899, 3042, 1063, 4899, 3042, 3042, 4899, 3042, 4899, 3042, 1063, 3042, 1063, 3042, 2881, 4899, 3042, 1063, 4899, 4899, 3042, 1063, 3042, 1063, 4899, 2210, 2003, 4899, 1063, 4899, 3042, 1063, 4899, 357, 4899, 3042]"
848,"[2119, 3078, 2955, 1832, 1576, 3427, 335, 3078, 1832, 3078, 1832, 1832, 2955, 335, 335, 4033, 4033, 4195, 4195, 4195, 1269, 4195, 293, 4195, 3427, 1541, 3000, 4195, 2488, 2001, 4195, 2488, 4195, 4211, 4195, 2488, 4195, 4195, 3427, 2001, 4195, 4195, 1659, 1378, 2001, 2955, 4195, 1075, 2437, 4195, 2001, 1832, 2001, 3427, 4195, 3427, 3427, 2001, 1112, 3330, 2001, 3013, 4195, 3714, 3088, 1541, 4195, 1912, 1832, 1832, 2001, 4195, 2001, 3427, 2001, 459, 4195, 2001, 3427, 4195, 2001, 4195, 2955, 2001, 2001, 2001, 1269, 1576, 2001, 2001, 3427, 3427, 2001, 3427, 4195, 459, 3427, 3890, 1832, 2001, 1832, 151, 1659, 3427, 4231, 3847, 3427, 335, 3020, 2001, 3847, 3427, 2927, 1912, 1832, 3847, 3427, 2001, 3427, 3847, 3847, 3847, 2001, 3427]"
849,"[1135, 3508, 2702, 61, 406, 3189, 2340, 1617, 3189, 3189, 3679, 1729, 3189, 3080, 3189, 3189, 4531, 3843, 3286, 2920, 1735, 1617, 2890, 771, 1959, 3508, 3508, 3286, 3845, 3189, 1504, 3190, 1075, 82, 339, 3183, 3508, 3183, 3133, 3189, 3189, 406, 2920, 2935, 1951, 2865, 3596, 4519, 3189, 3356, 1792]"
850,"[3124, 3125, 3126, 3128, 3127, 3137, 3138, 3128, 3125, 3126, 3288, 3124, 3126, 3125, 3137, 3128, 3137, 3127, 3138, 3124, 617, 617, 617, 3288, 3126, 3288, 3128, 3126, 3125, 3127, 3137, 3125, 3138, 3288, 3137, 3124, 3128, 3288, 3127, 3128, 3137, 3125, 3126, 3126, 3124, 1165, 3894, 482, 2470, 3527, 3854, 3899, 2187, 2892, 3900, 3063, 3126, 3124, 3288, 3128, 3125, 3126, 3125, 3138, 3127, 3138, 3125, 3124, 3127, 3126, 3288, 3288, 3138, 3128, 3860, 1726, 3367, 3138, 3125, 3137, 3126, 3894, 947, 3527, 3854, 102, 1445, 2861, 927, 4173, 3514, 3248, 3126, 3137, 3127, 1678, 1454, 1325, 364, 3288, 3125, 3138, 3128, 3288, 3128, 3125, 3138, 3137, 40, 598, 3451, 3678, 130, 1705, 102, 1445, 927, 2007, 4424, 249, 1494, 2788, 4427, 3897, 2744, 1197, 1433, 3492, 1643, 4278, 3288, 3138, 3127, 3128, 3125, 3288, 3124, 3288, 3125, 3128, 3127, 3138, 3137, 3128, 3124, 3127, 3128, 3124, 3137, 3127]"
851,"[3160, 422, 3821, 3160, 4313, 4313, 3821, 3160, 4313, 4589, 3436, 3160, 3160, 4715, 4716, 4381, 4313, 4750, 3821, 4313, 4715, 4715, 1018, 4893, 4893, 4314, 3160, 4715, 4715, 3821, 4716, 4715, 4716, 3821, 4716, 3821, 4716, 1677]"
852,"[3164, 3164, 203, 3164, 3164, 3164, 226, 226, 1313, 3164, 3164, 3164, 3164, 203, 3164, 3164, 203, 3164, 3164, 3164, 203, 3164, 226, 203, 203, 3164, 3164, 203, 3341, 3164, 3164, 3164, 3164, 257, 3164, 102, 3164, 3164, 4645, 4175, 4175, 4175, 2425, 2425]"
853,"[1322, 1464, 1202, 3786, 858, 1988, 1729, 2873, 3850, 3308, 2867, 1820, 3013, 3466, 1806, 3224, 4534, 3071, 3114, 76, 2521, 61, 2898, 4009, 4009, 443, 4009, 2477, 615, 1921, 1198, 3114, 337, 245, 3831]"
854,"[708, 2865, 1729, 3774, 2865, 1979, 3121, 812, 708, 3964, 3026, 3026, 1995, 357, 4242, 2865, 708, 3640, 3679, 708, 2865, 4242, 488, 708, 708, 2865, 26, 1820, 2865, 4242, 2865, 4028, 708, 3224, 2865, 708, 2865, 1925, 708, 708, 2607, 708, 2865, 324, 2607, 2607, 2815, 2865, 708, 2607, 2865, 3131, 2865, 1925, 2607, 2865, 2865, 708, 3964, 1729, 2865, 1777, 2865, 2865, 708, 2865, 2168, 61, 2865, 4382, 2865, 708, 78, 708, 2865, 2865, 4229, 4307, 2288]"
855,"[3178, 3178, 4160, 3178, 3353, 4322, 499, 4322, 1576, 1904, 4322, 4322, 1074, 1112, 2853, 3627, 4387, 3178, 4322, 1965, 4322, 960, 4322, 1965, 3178, 2746, 3178, 4322, 1965, 3178, 4387, 2958, 3178, 4322, 1965, 253, 120, 1112, 3397, 2839, 253, 1965, 1074, 4322, 253, 4322, 2320, 3353, 3178, 3178, 1965, 4322, 1576, 3178, 4558, 3178, 4387, 4558, 4387, 3178, 4558, 3353, 3178, 1018, 3178, 82, 3353, 4558, 4322, 1965, 4322, 2612, 3178, 4160, 2320, 1965, 2320, 4322, 960, 3178, 4558, 4558, 206, 4322, 2320, 3951, 3178, 4558, 4387, 1965, 2320, 2972, 2399, 2320, 499, 4313, 4558, 4691, 3178, 4558, 3178, 4387, 3178, 2516, 3178, 1018, 4387, 3178, 2816, 4160, 3178, 2516, 2612, 4691, 3178, 4558, 4691, 3178, 4387, 4691, 4558, 4691, 4691, 1166, 4691, 4691, 2516, 3810, 114, 106, 4691, 4691, 4558, 3178, 3178, 4387, 4558, 908, 2746, 3353, 4691, 106, 4138]"
856,"[3180, 2268, 3365, 2920, 3668, 3489, 1904, 1198, 3780, 3292, 4182, 1281, 1762, 2749, 2859, 4471, 3769, 4488, 4381, 4182, 2862, 3040, 1771, 4182, 4076, 549, 3097, 4801, 334, 1762, 3251, 1461, 1281, 334, 1762, 3000, 3666, 1281, 406, 3040, 4488, 4166, 2762, 631, 4076]"
857,"[2481, 525, 3367, 1791, 1820, 1329, 1688, 4189, 2041, 2556, 3183, 1791, 3122, 2549, 1982, 2549, 1982, 4946, 4946, 4946, 1982, 4946, 4946, 4893, 4946, 2390, 4754]"
858,"[324, 357, 227, 649, 324, 1018, 2067, 1042, 324, 649, 1526, 324, 2067, 1018, 2067, 2067, 324, 324, 1389, 324, 2067, 1389, 324, 4368, 2458, 324, 2067, 4075, 1018, 2067, 3275, 2067, 3528, 644, 324, 2067, 1018, 2067, 324, 324, 357, 324, 2874, 324, 324, 2067, 324, 324, 4771, 3528, 373, 2562, 3528, 1018, 324, 324, 4368, 2111, 3528, 3021, 333, 1389, 324, 2067, 1018, 324, 1389, 333, 324, 3528, 1018, 2067, 4075, 324, 463, 1215, 333, 333, 2298, 2874, 324, 333, 1950]"
859,"[3179, 3233, 129, 406, 324, 897, 324, 4597, 324, 410, 410, 1464, 2390, 2914, 324, 324, 102, 4432, 324, 324, 363, 5016, 5016, 516, 3618, 1622, 83, 516, 4893, 4314, 5016, 4311, 1170, 2742, 406, 5079]"
860,"[2547, 3540, 3540, 3540, 3540, 2176, 3540, 2547, 2900, 3429, 1183, 1950, 3429, 3540, 4505, 3069, 1950, 3767, 2341, 3429, 1183, 1782, 3429, 2654, 1195, 3540, 3540, 3540, 22, 1782, 1170, 2457, 3679, 1030, 897, 257, 226, 226, 1558, 2410, 1389, 3105, 3105, 2594, 1737, 5079]"
861,"[3275, 3275, 2594, 1896, 2594, 1170, 4029, 1170, 4272, 3275, 4891, 4359, 4272, 1018, 4272, 4272, 4891, 4272, 1896, 357, 2594, 4891]"
862,"[2565, 2341, 3343, 1202, 3846, 328, 3846, 3846, 3846, 3343, 3312, 3248, 3343, 3822, 3790, 3292, 3223, 3837, 4297, 422, 1982, 1189, 4297, 2001, 3343, 2878, 138, 3790, 3348, 2001, 3790, 2001, 3200, 3790, 3343, 4269, 4189, 3348, 2340, 1179, 3183, 1075, 2878, 1544, 4269, 507, 2510]"
863,"[1170, 3298, 1475, 2718, 1170, 828, 1737, 1506, 4654, 1389, 324, 968, 4654, 4654, 1389, 1506, 4667, 175, 226, 1506, 1183, 1389, 1389, 828, 82, 418, 510, 4544, 159, 2239, 257, 159, 1506, 4654, 1598, 3278, 3278, 226, 474, 2688, 4654, 4654, 1389]"
864,"[3303, 3303, 3303, 3893, 3303, 3303, 3303, 3303, 3303, 3303, 3303, 3658, 3303, 3303, 700, 3303, 3303, 3303, 3088, 3303, 3303, 406, 3303, 3303, 3759, 3303, 3303, 3303, 3303, 3303, 3303, 3411, 3303, 3303, 3303, 3303, 2833, 3303, 3303, 1987, 3303, 1987, 3303, 3303, 2129, 1950, 3303, 3303, 3303, 3303, 3303, 3303, 2129, 3303, 3303, 4213]"
865,"[249, 249, 910, 249, 3923, 910, 3751, 3751, 249, 3923, 1922, 249, 3923, 910, 3751, 4001, 249, 910, 3751, 1050, 4069, 4001, 1922, 3923, 910, 4001, 3197, 1922, 3923, 3751, 4001, 249, 3923, 910, 1050, 4069, 4001, 1922, 249, 3923, 910, 3751, 1050, 4069, 4001, 1922, 249, 3923, 910, 1050, 4069, 4001, 1922, 249, 3923, 910, 3751, 4001, 1922, 249, 1922, 249, 3923, 3923, 910, 1050, 4069, 4001, 1922, 249, 3923, 910, 1050, 4069, 4001, 1922, 249, 3923, 910, 3751, 1050, 4069, 4001, 1922, 249, 3923, 910, 1050, 4069, 4001, 1922, 910, 3751, 4001, 2674, 249, 3923, 3751, 4001, 1922, 249, 3923, 910, 3751, 1050, 4069, 4001, 1922, 249, 3923, 910, 3751, 1050, 4069, 4001, 1922, 3923, 910, 3751, 4069, 3923, 910, 4069, 4001, 249, 3923, 910, 3751, 1922, 249, 3923, 910, 3751, 1050, 4001, 1922, 249, 3923, 910, 1050, 4069, 4001, 1922, 249, 3923, 4069, 4001, 1922, 249, 1922, 3923, 4069, 4001, 1922, 249, 3923, 910, 4069, 4001, 1922, 249, 3923, 1050, 4069, 4001, 3923, 910, 1050, 1922, 249, 3923, 1767, 1922, 249, 910, 1050, 4069, 4001, 1922, 910, 1050, 4069, 910, 4001, 249, 3923, 4001, 1922, 249, 3923, 910, 1050, 4069, 4001, 1922, 249, 4001, 1922, 249, 3923, 4001, 3899, 3923, 910, 2114, 249, 3923, 910, 1548, 1050, 4069, 2114, 2892, 249, 3923, 910, 1548, 1050, 4069, 2114, 3923, 910, 1548, 249, 3923, 910, 2114, 3923, 910, 1548, 1050, 4069, 2114, 249, 3923, 910, 1548, 1050, 4069, 2114, 249, 3923, 1050, 249, 3923, 1050, 4069, 2114, 1548, 249, 3923, 910, 1548, 2114, 3923, 910, 1548, 249, 3923, 910, 1548, 1050, 4069, 2114, 249, 3923, 910, 1548, 1050, 4069, 2114, 3923, 1548, 1050, 4069, 249, 3923, 910, 1548, 1050, 4069, 2114, 249, 910, 1548, 2114, 3923, 1548, 1050, 4069, 2114, 3923, 1548, 1050, 910, 1050, 4069, 2114, 3923, 910, 1548, 4069, 910, 1548, 2114, 249, 3923, 1548, 2114, 1018, 3923, 1548, 1050, 2114, 910, 2114, 249, 910, 1548, 3923, 910, 1548, 1050, 4069, 2114, 249, 910, 2114, 3923, 1548, 2114, 1050, 4069, 2114, 249, 3923, 910, 1548, 4069, 2114, 249, 3923, 910, 1548, 1050, 2114, 249, 910, 1548, 1050, 3923, 1548, 910, 2114, 910, 910, 1050, 4069, 2114, 249, 3923, 249, 910, 1050, 3923, 1050, 249, 3923, 910, 1050, 4069, 249, 3923, 910, 1548, 249, 3923, 1548, 1050, 3923, 1548, 4069, 2114, 1030, 1050, 4069, 249, 3923, 910, 1050, 4069, 249, 3923, 1548, 2114, 249, 3923, 910, 1050, 4069, 249, 3923, 1548, 2114, 4069, 2114, 910, 4069, 2114, 1548, 2114, 249, 3923, 910, 1548, 4069, 2114, 1050, 1548, 3923, 910, 2114, 3923, 249, 910, 1548, 1050, 3923, 910, 1548, 4069, 4634, 910, 1050, 4069, 2114, 3923, 910, 1548, 249, 1050, 2114, 249, 3923, 910, 249, 910, 1050, 2114, 1548, 2114, 3923, 910, 1548, 910, 1548, 1050, 249, 910, 4069, 2114, 249, 1548, 249, 910, 1548, 4069, 2114, 3923, 4069, 2114, 1548, 4069, 2114, 3923, 910, 1548, 4069]"
866,"[668, 1545, 179, 908, 1027, 1027, 2212, 2212, 1027, 1027, 1541, 2670, 2065, 2511, 665, 2511, 706, 495, 668, 3568, 3939, 4111, 3572, 1427, 179, 2670, 1545, 746, 1504, 179, 473]"
867,"[23, 179, 84, 4327, 4335, 179, 3984, 3272, 3644, 2464, 2439, 4335, 179, 3984, 194, 179, 84, 4327, 179, 4327, 1603, 4327, 4070, 102, 179, 129, 148, 169, 1755, 2379, 179, 4327, 179, 3984, 3272, 151, 4335, 4327, 3924, 151, 2439, 4327, 179, 151, 1145, 1109, 4335, 1145, 4398, 129, 4327, 2671, 179, 3984, 3272, 179, 4327, 4327, 179, 4327, 179, 4335, 1145, 3984, 3272, 3077, 2644, 416, 179, 151, 1872, 1145, 179, 3272, 179, 1145, 1755, 1872, 179, 129, 148, 1755, 416, 2439, 1659, 1612, 4327, 4327, 3953, 4335, 3211, 4327, 3953, 3199, 2516, 456, 3953, 4327, 3953, 4327, 179, 4327]"
868,"[406, 1714, 3541, 3664, 2209, 3541, 1027, 1801, 3839, 2321, 1203, 3541, 1714, 119, 3951, 1545, 119, 410, 1441, 3541, 151, 2457, 3249, 1726, 4013, 4213, 406, 3541, 666, 151, 4401, 2964, 278, 3541, 4135, 245, 2899, 1256, 4579, 4595, 1900, 4579, 645, 4595, 3195, 4595, 4579, 3541, 4494, 3541, 349, 2006, 2892, 1085, 312, 1682, 4579, 2321, 2252, 1563, 4595, 3541, 1809, 4579, 3541, 4579, 2077, 4494, 4595, 2077, 3541, 4494, 3541, 4595, 2077, 2840, 1848, 3686, 2077, 3541, 382, 3207, 1577, 3058, 2006, 169, 1545, 3541, 2077, 2077, 3541, 4042, 142, 2077, 3541, 2077, 2043, 4667, 3446, 2077, 3249, 76, 4595, 378, 2817, 2077, 3541, 4595, 1707, 249, 1008, 4595, 4494, 1712, 2106, 3082, 3541, 4595, 4494, 1075, 3082, 3541, 3082, 3541, 4579, 4519, 3082, 3082, 410, 1441, 3541, 2043, 4519, 3541, 3082, 410, 1441, 3541, 2457, 406, 4213, 4519, 13, 3541, 1270, 4460, 3541, 4460, 3282, 4579, 1197, 227, 2469, 4494, 4579, 3541, 2469, 227, 2469, 4425, 4579, 4425, 3541, 4460, 13, 4595, 4425, 3541, 4460, 13, 4579, 227, 4460, 4579, 4494, 324, 470, 324, 4460, 4595, 227, 2469, 4425, 3541, 227, 2469, 4425, 4494]"
869,"[378, 1779, 2541, 1779, 1509, 2331, 1779, 3326, 260, 4297, 2983, 337, 2379, 3436, 76, 77, 4801, 4805, 4297, 4513, 2451, 4297, 4099, 4297, 1976, 36, 378, 617, 2119, 213]"
870,"[3416, 793, 2782, 3416, 3416, 315, 3416, 1415, 2782, 3416, 2782, 3416, 2782, 3416, 2782, 3416, 2782, 2782, 1551, 439, 3416, 2782, 3416, 3416, 3416, 2782, 3416, 2781, 2782, 310, 2782, 3416, 2782, 3416, 3416, 2782, 2782, 3416, 3416, 2782, 3416, 2782, 3416, 2782, 2782, 3416, 3416, 2782, 2782, 3416, 652, 3416, 2782, 2781, 2782, 793, 2782, 2782, 2782, 2782, 4937, 439, 3416, 2782]"
871,"[3423, 3423, 3423, 3423, 4029, 4030, 4030, 4093, 1314, 3423, 4103, 3423, 1932, 1314, 3423, 3423, 4093, 1314, 3423, 2293, 3423, 4103, 3423, 3423, 3423, 1824, 328, 2269, 4103, 3173, 2512, 2293, 4103, 1314, 3423, 4103, 1932, 3423, 4103, 3423, 4103, 4760, 4103, 3423, 4217, 1726, 4103, 3423, 4103, 3423, 4788, 4103, 4788, 4103, 1314, 3423, 1638, 3968, 4103, 4103, 4103, 4103, 4194, 4788, 4093, 3423, 4103, 3423, 4103, 4029, 3423, 4788, 4103, 4030, 4103, 4788, 3423, 4760, 4103, 4103, 4788, 4103, 4103, 4788, 3423, 4103, 4788, 1314, 3423, 4103, 4788, 3423, 4103, 4103, 4788, 4103, 4788, 4103, 4103, 4103, 4103, 3423, 4788, 4103, 4103, 4760, 4788, 4103, 3423, 4685, 4788, 4788, 1314, 3423, 3423, 4788, 4685, 4760, 4030, 4788, 3423, 4788, 4103, 4788, 4030, 4030, 4103, 3423, 4103, 4788, 4103, 4896, 4788, 4896, 3423, 4788, 4788, 4788, 4103, 4788, 4896, 4103, 4103, 4103, 4788, 4896, 4093, 1314, 4788, 4103, 4788, 4103, 4896, 4093, 4972, 4103, 4685, 3423, 4981, 4093, 4194, 4626, 1314, 3423, 4103, 4788, 4972, 4685, 4103, 4788, 4760, 4760, 4685, 4788, 4685, 1314, 5013, 4194, 4685, 3423, 4981, 5013, 4788, 4981, 4093, 4896, 4030, 4521, 4626, 4194, 4972, 4030, 4029, 5021, 4981, 4981, 4103, 4103, 1886, 5013, 4972, 4103, 4896, 3423, 4981, 4685, 5021, 4972, 4194, 4685, 4093, 3423, 4981, 4030, 5013, 4972, 5013, 5021, 4788, 4896, 3423, 3423, 1314, 5013, 5021, 4685, 4972, 4103, 4030, 5013, 5021, 4972, 4788, 4103, 4685, 1314, 5013, 5021, 4972, 4103, 4685, 4760, 4972, 4685, 3423, 4029, 5013, 5021, 4685, 4093, 4788, 1314, 4093, 4030, 5013, 4685, 4788, 4194, 4029, 5021, 4788, 4103, 4103, 4788, 4981, 4896, 1932, 4972, 4103, 5013, 4972, 4103, 4788, 463, 5013, 4972, 2512, 4870, 4103, 4788, 4981, 832, 3423, 4685, 4194, 4030, 5013, 832, 2919, 5013, 5021, 1886, 4103, 4103, 4788, 4896, 4030, 4972, 3423, 5013, 4194, 1886, 4972, 4788, 4760, 5076, 4685, 2512, 4972, 4981, 5021, 5076, 4972, 4685, 5076, 4194, 4030, 5076, 5013, 4972, 5021, 4685, 4972, 4103, 5079, 5013, 5021]"
872,"[207, 3570, 2746, 3571, 122, 122, 3572, 3573, 3575, 124, 3574, 124, 3575, 124, 124, 124, 3574, 3576, 3572, 3300, 3300, 3300, 2746, 3750, 3570, 2746, 122, 3571, 124, 3575, 3574, 4111, 124, 3573, 3572, 2746, 3570, 3571, 2746, 2746, 4111, 3574, 124, 3574, 124, 3573, 3572, 3576, 3570, 3750, 3750, 3571, 3570, 2746, 122, 124, 3572, 3574, 124, 124, 3573, 3572, 3570, 2746, 3750, 124, 122, 2746, 3570, 3571, 3573, 3572, 124, 4111, 3574, 3574, 3573, 124, 122, 3570, 2746, 3571, 4111, 3574, 3573, 124, 3576, 3572, 3570, 2746, 3750, 3175, 207, 745, 3528, 3528, 1249, 31, 31, 31, 2174, 3570, 2746, 2746, 2746, 3353, 920, 31, 1249, 31, 3353, 2535, 920, 4354, 3570, 3570, 3750, 2746, 3571, 2746, 3570, 124, 3572, 124, 122, 3573, 4111, 3574, 3574, 124, 3574, 3575, 124, 124, 3573, 3572, 3572, 3570, 2746, 3750, 3570, 3571, 122, 4111, 124, 124, 3573, 3572, 3576, 3573, 3574, 124, 3570, 2746, 3750, 2746, 2746, 3750, 2746, 3573, 124, 3571, 3570, 124, 3574, 3572, 124, 3575, 124, 126, 124, 124, 3572, 3570, 2746, 3750, 2746, 3750, 3570, 3571, 122, 124, 3574, 124, 4111, 3575, 124, 124, 126, 124, 3570, 3572, 2746, 3750, 1873, 1873, 3528, 3451, 3528, 1219, 2626, 2626, 2626, 4354, 2746, 3750, 207, 207, 4349, 4349, 2503, 4349, 2503, 1074, 2746, 4354, 3750, 3570, 124, 3573, 4111, 3574, 3575, 124, 4111, 124, 3575, 3574, 3572, 3570, 3750, 3571, 122, 124, 4111, 124, 3574, 124, 3572, 3573, 3572, 2746, 2746, 2746, 3750, 3570, 2746, 3750, 2746, 3570, 3571, 122, 3572, 124, 3574, 124, 3573, 124, 3575, 124, 3572, 2746, 3750, 3570, 3570, 2746, 3570, 124, 124, 3573, 3574, 2746, 3570, 122, 122, 124, 3572, 3573, 124, 3574, 124, 124, 124, 124, 3572, 3576, 2746, 3570, 3750, 3574, 4111, 124, 3573, 3572, 3570, 2746, 3750, 3750, 2746, 3353, 2067, 2067, 2067, 2067, 2067, 4128, 2067, 4128, 2067, 1018, 920, 3353, 4354, 3570, 3570, 2746, 3750, 2746, 122, 122, 124, 3573, 4111, 3575, 124, 3572, 2746, 3750, 2746, 3570, 122, 3572, 3573, 124, 124, 4111, 124, 3575, 124, 3576, 3572, 3570, 2746, 3750, 2746, 3570, 3570, 2746, 4111, 2746, 2746, 3570, 122, 122, 1873, 435, 3451, 357, 2671, 2671, 170, 457, 4354, 2746, 3750, 2293, 2623, 4211, 2626, 1219, 1087, 2746, 3750, 1087, 2067, 4128, 1018, 1018, 1018, 2746, 3750, 3572, 124, 3573, 3574, 4111, 124, 3575, 3575, 124, 124, 3576, 3572, 2746, 3750, 1087, 2067, 4128, 2503, 2503, 2859, 1087, 2067, 207, 1087, 1087, 1087, 207, 4128, 1087, 2067, 1087, 2067, 457, 170, 1737, 207, 4354, 3750, 2746, 4131, 3571, 122, 124, 124, 3574, 3576, 124, 4131, 1087, 4354, 3750, 2746, 3750, 3750, 4354, 4893]"
873,"[3435, 3435, 3435, 3633, 3121, 3722, 3435, 3435, 3722, 3722, 3435, 3722, 2577, 3435, 3207, 3722, 3401, 3722, 3722, 3435, 3722, 2577, 2388, 3722, 3633, 3435, 3722, 3633, 3722, 2577, 3722, 3207, 1198, 3722, 3401, 3722, 256, 3207, 4075, 883, 474, 2664, 983, 3435, 3722, 983, 3722, 3606, 2765, 3249, 3276, 3722, 3207, 3722, 983, 2577, 3722, 3633, 3147, 983, 3207, 1198, 1863, 3722, 2577, 3633, 4272, 3435, 4879, 4879, 3722, 3435, 3207, 18, 4879, 3276, 2439, 4879, 3722, 3207, 3401, 2481, 3633, 3722, 3435, 3722, 3435, 3633, 3722, 3207, 3273, 2417, 4893, 4879, 3722, 3722, 3435, 4879, 2577, 4879, 4879, 3147, 3633, 4879, 3722, 3435, 4879]"
874,"[3453, 3471, 3504, 3630, 3471, 3630, 1666, 3504, 3471, 3630, 3987, 3630, 3471, 4000, 2235, 3504, 3987, 3504, 3987, 3504, 3630, 3504, 3630, 3504, 1513, 3630, 3987, 3504, 3504, 1159, 3504, 3504, 3987, 3471, 3987, 3784, 3471, 3471, 3471, 3471, 3504, 3630, 4000, 3504, 3504, 3471, 3504, 1922, 3829, 3504, 3471, 2350, 3504, 3471, 3504, 3630, 3987, 3504, 3987, 3504, 3504, 2476, 3471, 3630, 1513, 1992, 3471, 4736, 3987, 3504, 3471, 3453, 2364, 3987, 3504, 3471, 3504, 3471, 3630, 2350, 3504, 3630, 3453, 3471, 3471, 3504, 4000, 3471, 3987, 3504, 3987, 3504, 4736, 3471, 4000, 3987, 2350, 3630, 3471, 2235, 3471, 2442, 3987, 3471, 3504, 3504, 2350, 4736, 3453, 3504, 2350, 3987, 2350, 24, 1170, 3504, 3987, 3504, 3471, 3504, 3504, 3471, 3504, 3504, 2235, 4000, 3471]"
875,"[3454, 2590, 2590, 2590, 3454, 3454, 3454, 3454, 793, 3454, 3454, 3454, 82, 1950, 3454, 3793, 1911, 226, 3454, 2590, 2590, 3454]"
876,"[2524, 84, 1520, 4258, 4258, 4258, 443, 443, 2001, 4258, 2001, 3177, 1555, 4015, 4258, 4258, 4193, 2001, 1872, 1243, 1243, 1243, 2010, 4258, 4258, 364, 1959]"
877,"[256, 3578, 1018, 1158, 3159, 1832, 406, 142, 2489, 324, 324, 142, 3286, 559, 3262, 142, 1750, 142, 1627, 142, 2489, 142]"
878,"[1010, 2990, 102, 4116, 102, 4070, 659, 1231, 1579, 102, 1104, 4276, 897, 2750, 2801, 2247, 23, 26, 2566, 2094, 1579, 659, 3627, 2535, 2535, 188, 2094, 102, 227, 2501, 1493, 2488, 1781, 2241, 324, 3627, 2801, 102, 1579, 659, 2491, 2156, 324, 2241, 324, 188, 1252, 1010, 1010, 4053, 102, 1972, 1252, 188, 2094, 598, 2307, 2801, 102, 2188, 897, 2820, 61, 2823, 61, 510, 2626, 2293, 4659, 365, 4659, 1252, 188, 4659, 3629, 232, 2720, 617, 102, 510, 4659, 23, 4659, 102, 2801, 4659, 172, 102, 102, 1781, 2247, 102, 188, 1445, 188, 2187]"
879,"[1018, 3757, 3753, 3302, 352, 3431, 283, 899, 3751, 402, 2863, 283, 3751, 402, 352, 2863, 3757, 3753, 3302, 899, 3868, 283, 3751, 402, 352, 899, 2863, 3757, 3753, 3302, 3868, 283, 3751, 402, 352, 899, 2863, 3757, 3753, 3302, 3868, 3751, 402, 352, 899, 3868, 283, 2863, 3757, 3753, 3302, 3751, 402, 352, 899, 3868, 1614, 283, 2863, 3757, 3753, 3302, 3751, 402, 352, 899, 3868, 2463, 283, 2863, 3757, 3753, 3302, 3751, 402, 352, 899, 3868, 3197, 283, 3868, 3868, 3868, 3868, 3868, 1030, 4634]"
880,"[3204, 3504, 3979, 3504, 3979, 3979, 3979, 2558, 3979, 3979, 82, 82, 3979, 3979, 2364, 3979, 4292, 4589, 2364, 3204, 2558, 3979, 2364, 1513, 3107]"
881,"[2968, 406, 3878, 3112, 1709, 4206, 1709, 4206, 4206, 3878, 4206, 1709, 3878, 406, 3878, 1622, 4206, 3878, 4206, 4206, 1622, 1709, 3878, 3878, 3878, 3112, 3878, 3878, 3878, 4206, 4206, 2244, 1083, 3878]"
